"w1","wp","freq"
"cold","northern",2
"cold","or",4
"cold","out",35
"cold","outside",7
"cold","pineapple",1
"coldplay","will",30
"cold","poached",6
"cold","potato",4
"cold","rising",25
"colds","i",45
"cold","snap",1
"cold","spell",21
"cold","stare",2
"cold","stares",29
"cold","steel",33
"cold","the",27
"cold","war",4
"cold","wash",1
"cold","water",19
"coldweather","receiver",21
"cold","with",12
"coleman","a",8
"cole","porter",2
"colfax","ave",19
"colicky","as",34
"colin","davis",16
"colin","in",8
"colin","myler",8
"collaborate","network",4
"collaborate","to",64
"collaboration","and",54
"collaboration","of",34
"collaborations","from",34
"collaboration","with",15
"collaborative","design",19
"collab","with",30
"collages","by",18
"collage","with",35
"collapse","already",2
"collapse","by",28
"collapse","disorder",33
"collapsed","on",8
"collapsed","sending",40
"collapse","namely",7
"collapsing","and",3
"collapsing","wave",28
"collarcut","skirt",26
"collar","in",44
"collar","round",9
"collar","shirts",22
"collateral","among",2
"colleagues","and",4
"colleagues","arrival",47
"colleagues","had",1
"colleague","shiaa",12
"colleagues","june",2
"colleagues","the",41
"colleagues","to",8
"colleague","who",1
"collect","bagfuls",4
"collected","a",10
"collected","for",11
"collected","from",41
"collected","in",47
"collected","last",9
"collected","more",26
"collect","everything",3
"collect","his",1
"collecting","any",1
"collecting","benefits",48
"collecting","eggs",5
"collecting","every",12
"collecting","petitions",2
"collection","agency",6
"collection","and",2
"collection","aptly",9
"collection","are",1
"collection","deluxe",9
"collection","dress",7
"collection","gets",25
"collection","is",9
"collection","of",51
"collection","seems",5
"collection","sleepless",7
"collections","possibly",19
"collection","spring",4
"collections","throughout",7
"collection","today",10
"collection","was",37
"collection","weheartthis",21
"collective","and",3
"collective","announcement",29
"collective","bargaining",40
"collective","excuse",30
"collectively","in",31
"collective","narrators",11
"collective","political",2
"collect","mold",29
"collector","phil",3
"collectors","donors",9
"collectors","for",1
"collector","though",4
"collect","percent",7
"collects","a",26
"collects","advertising",29
"collects","mail",1
"college","at",1
"college","athletic",24
"college","braithwaite",2
"college","build",29
"college","buildings",34
"college","class",1
"college","classes",24
"college","fair",7
"college","fashion",18
"college","followed",1
"college","football",92
"college","for",14
"college","game",59
"college","games",27
"college","grads",36
"college","graduate",35
"college","grow",25
"college","in",24
"college","is",66
"college","life",20
"college","making",22
"college","mike",8
"college","of",24
"college","or",19
"colleges","and",1
"college","scouts",3
"college","shes",22
"colleges","in",5
"college","sports",1
"colleges","real",37
"college","student",42
"college","students",55
"college","swimming",1
"college","teams",27
"college","the",24
"college","who",39
"collegiate","athletic",1
"collegiate","level",24
"collegiate","path",23
"collide","in",7
"collie","and",25
"collier","said",1
"collies","in",25
"collies","sitting",25
"collin","bodi",36
"collins","and",1
"collins","collaborations",34
"collins","on",1
"collins","thinks",7
"collinsville","alton",27
"collision","with",48
"colloquially","known",15
"colloquium","performance",15
"cologne","p",33
"col","ojukwu",25
"colombian","and",1
"colonia","la",1
"colonialera","constitution",21
"colonial","of",1
"colonial","past",17
"colonial","power",19
"colonisers","leaving",32
"colonize","it",18
"colon","makes",3
"colony","collapse",33
"colony","etc",21
"colony","there",36
"colorado","build",36
"colorado","florida",12
"colorado","offers",13
"colorado","snowpack",3
"colorado","springs",1
"colorado","the",20
"colorado","this",36
"colorado","were",3
"colorful","butterflies",8
"colorful","lobster",18
"colorful","robes",22
"coloring","and",36
"coloring","his",9
"coloring","i",5
"coloring","safe",9
"coloristic","richness",28
"colors","and",94
"colors","are",13
"colors","at",5
"colors","for",39
"colors","ill",48
"colors","in",39
"colors","last",16
"colors","of",49
"colors","on",24
"colors","once",26
"colors","page",36
"colors","were",5
"colossal","mistake",4
"colour","and",2
"colour","before",43
"colour","combo",10
"colourful","to",36
"colour","has",1
"colour","is",1
"colours","and",9
"colour","that",1
"colo","will",1
"colton","dixon",29
"colts","in",2
"colts","neck",18
"columbia","and",37
"columbia","but",2
"columbia","mo",29
"columbian","and",36
"columbiana","wasnt",10
"columbia","valley",6
"columbus","and",72
"columbus","as",2
"columbus","oh",64
"columbus","ohio",25
"columbus","out",3
"columbus","tim",37
"columbus","to",33
"columbus","was",34
"columbus","zoos",20
"column","as",1
"column","exposing",14
"column","got",16
"columnist","at",73
"columnist","mark",2
"columnist","r",5
"column","of",3
"column","sinuous",2
"columns","to",2
"coma","last",3
"combat","evolved",9
"combat","or",23
"combat","senioritis",2
"combat","sports",34
"combed","through",10
"combination","of",1
"combinations","are",31
"combine","all",13
"combined","a",2
"combined","by",28
"combined","capacity",25
"combined","he",24
"combined","one",8
"combined","produced",17
"combined","to",18
"combined","total",32
"combined","with",20
"combine","his",21
"combines","some",2
"combine","still",41
"combine","sugar",18
"combine","the",31
"combine","with",3
"combing","the",39
"combining","air",5
"combining","all",38
"combining","sincerity",1
"combo","for",10
"combo","in",11
"combo","of",52
"combo","spotted",18
"comcast","charges",19
"comcast","cox",30
"comcast","more",3
"comcast","to",4
"come","a",1
"come","across",70
"come","along",70
"come","and",148
"come","anyway",72
"come","anywhere",32
"come","apart",8
"come","back",130
"comeback","by",62
"comebacker","leading",6
"comeback","has",31
"comeback","in",2
"comeback","story",63
"come","before",1
"come","but",4
"come","by",115
"come","destruction",1
"comedian","author",4
"comedian","lily",33
"comedian","stephen",22
"comedic","magician",9
"come","down",67
"comedy","club",26
"comedy","for",38
"comedy","gold",10
"comedy","in",27
"comedy","into",32
"comedy","like",4
"comedy","made",38
"comedy","show",52
"comedy","than",1
"come","enjoy",28
"come","first",1
"come","for",75
"come","forward",48
"come","from",246
"comefrombehind","sweepclinching",24
"come","hang",138
"come","here",71
"come","home",56
"come","hop",23
"come","i",20
"come","if",53
"come","in",159
"come","into",60
"come","join",63
"come","july",9
"come","june",1
"come","just",2
"come","lol",16
"come","meet",48
"come","november",9
"come","now",31
"come","off",33
"come","on",172
"come","one",34
"come","open",1
"come","out",291
"come","over",2
"come","party",64
"come","perez",21
"come","pick",66
"comer","and",4
"comes","along",9
"comes","as",4
"comes","at",66
"come","save",9
"come","say",10
"comes","before",39
"comes","down",10
"come","see",141
"comes","from",78
"comes","full",34
"come","she",1
"comes","home",87
"comes","in",85
"comes","into",11
"comes","just",3
"comes","next",5
"come","so",63
"comes","off",1
"comes","on",43
"comes","only",1
"comes","out",40
"comes","responsibility",22
"comes","revelations",4
"comes","right",19
"comes","the",32
"comes","through",42
"comes","to",280
"come","such",16
"comes","up",57
"come","support",41
"comes","with",20
"come","take",4
"come","the",26
"come","this",3
"come","through",54
"come","throw",61
"comet","i",52
"come","to",699
"come","todaybut",58
"come","together",45
"come","too",11
"come","true",12
"come","try",42
"come","tweetcaster",47
"come","under",11
"come","up",303
"come","via",1
"come","visit",109
"come","with",97
"comfortable","and",20
"comfortable","around",13
"comfortable","as",28
"comfortable","coors",1
"comfortable","instead",58
"comfortable","leather",6
"comfortable","lifestyle",6
"comfortable","right",27
"comfortable","there",13
"comfortable","thing",2
"comfortable","with",1
"comfortably","mike",10
"comforted","her",5
"comforted","himself",38
"comforted","jill",32
"comfort","food",26
"comfort","foods",2
"comfort","for",2
"comfort","him",2
"comfort","in",35
"comforts","of",2
"comfort","with",29
"comfort","zone",45
"comfy","couch",51
"comic","book",31
"comic","books",19
"comic","charactersmany",28
"comic","companies",31
"comic","into",47
"comicsblogosphere","it",18
"comics","by",3
"comics","have",30
"comics","in",30
"comics","meso",52
"comin","at",50
"comin","down",69
"coming","and",1
"coming","ashore",2
"coming","back",99
"coming","backtrue",32
"coming","by",28
"coming","david",25
"coming","elections",14
"coming","end",2
"coming","for",35
"coming","from",30
"comingg","to",46
"coming","here",7
"coming","home",40
"coming","i",22
"coming","im",9
"coming","in",59
"coming","into",24
"coming","later",47
"coming","me",9
"coming","months",9
"coming","of",36
"coming","off",56
"coming","on",39
"coming","out",198
"coming","soon",79
"coming","sunday",6
"coming","thursday",4
"coming","to",478
"coming","together",20
"coming","up",83
"coming","very",14
"coming","week",14
"coming","weeks",83
"coming","when",25
"comin","out",1
"comix","game",37
"command","center",6
"commanded","his",4
"commanded","until",2
"commander","in",18
"commander","maj",4
"commander","who",1
"commanding","officer",1
"commandments","of",1
"command","of",57
"command","rejected",1
"commands","everything",5
"commands","the",1
"command","such",19
"commands","us",4
"commemorate","the",1
"commemoration","of",38
"commemorative","song",25
"commence","countering",47
"commencement","address",40
"commencement","procession",6
"commencement","will",116
"commence","the",43
"comment","about",1
"comment","abt",3
"comment","alexander",25
"commentary","published",5
"commentator","comments",14
"comment","box",7
"commented","hes",6
"commented","on",41
"commented","that",31
"commenter","added",20
"commenter","is",17
"commenters","after",33
"comment","especially",15
"comment","firstround",21
"comment","for",29
"comment","hope",33
"comment","how",1
"comment","i",35
"commenting","on",9
"comment","mocking",31
"comment","of",17
"comment","on",91
"comments","about",2
"comments","against",28
"comments","and",51
"comments","are",27
"comments","calling",1
"comments","email",7
"comments","from",5
"comments","if",21
"comments","including",34
"commentsit","really",1
"comments","made",42
"comment","so",1
"comments","on",17
"comments","submitted",72
"comment","wanting",30
"comment","was",3
"comment","wow",20
"commerce","clause",5
"commerce","cleveland",17
"commerce","department",24
"commerce","is",1
"commerce","site",1
"commerce","the",28
"commerce","will",1
"commercial","and",38
"commercial","break",17
"commercial","burglary",1
"commercial","cellars",3
"commercial","egg",31
"commercial","fleet",45
"commercial","for",72
"commercial","free",5
"commercial","i",32
"commercial","last",1
"commercial","properties",14
"commercial","publication",31
"commercials","each",5
"commercial","space",2
"commercial","success",20
"commercial","which",15
"commish","comer",4
"commission","chairwoman",45
"commission","considered",21
"commissioner","goodell",18
"commissioner","he",26
"commissioner","is",8
"commissioner","pos",7
"commissioner","ray",3
"commissioners","approved",32
"commissioners","club",31
"commissioners","court",6
"commissioners","have",14
"commissioner","sue",1
"commissioner","to",16
"commissioner","vincent",39
"commissioner","who",36
"commission","has",38
"commission","meet",2
"commission","member",18
"commission","merchants",2
"commission","recommended",3
"commissions","cuz",1
"commissions","send",6
"commissions","task",1
"commission","that",1
"commit","and",15
"commitment","but",18
"commitment","by",19
"commitment","eventually",32
"commitment","for",32
"commitment","issue",4
"commitment","jackson",29
"commitment","of",18
"commitments","doug",24
"commitment","so",26
"commitment","to",120
"commitment","toward",15
"commitment","true",38
"commitment","why",18
"commitment","without",18
"commit","people",26
"commit","reckless",1
"commits","but",30
"committed","a",15
"committed","four",1
"committed","is",11
"committed","over",1
"committed","physically",8
"committed","to",103
"committed","up",29
"committed","us",4
"committee","agree",16
"committee","considered",31
"committee","felt",3
"committee","gave",32
"committee","hopes",11
"committee","i",36
"committee","is",17
"committee","meeting",58
"committee","on",57
"committee","recently",2
"committee","rules",11
"committee","said",8
"committees","and",43
"committee","says",33
"committee","the",1
"committee","voted",48
"committee","whose",7
"commit","the",9
"committing","medicare",2
"committing","to",11
"commit","to",54
"commodity","sold",5
"commodore","is",56
"commonality","other",14
"common","among",37
"common","belief",41
"common","cold",12
"common","consensus",1
"common","core",37
"common","courtesy",32
"common","dish",16
"common","ground",29
"common","haha",46
"common","human",5
"common","interest",6
"commonly","asked",19
"commonly","called",78
"commonly","cut",29
"commonly","offer",3
"commonly","portrayed",19
"commonly","referred",2
"commonly","used",20
"common","pair",1
"commonplace","expression",9
"common","pleas",3
"commons","character",24
"common","sense",25
"common","space",31
"common","technologies",31
"common","than",1
"common","theme",2
"common","they",33
"common","touch",13
"common","wall",3
"common","when",30
"common","with",35
"common","xml",37
"commotion","then",8
"communal","rice",46
"communicant","is",7
"communicant","to",7
"communicate","better",20
"communicate","with",26
"communication","and",48
"communication","between",2
"communication","i",1
"communication","is",78
"communication","problems",54
"communications","cablevision",30
"communications","chief",3
"communications","director",21
"communications","for",31
"communications","foreign",47
"communications","inc",10
"communications","learning",6
"communications","matters",34
"communications","public",5
"communications","that",36
"communications","workers",22
"communism","and",24
"communism","elsewhere",31
"communism","in",31
"communities","across",14
"communities","by",39
"communities","including",6
"communities","is",34
"communities","next",2
"communities","prone",11
"communities","starting",25
"communities","still",41
"communities","this",1
"communities","though",36
"community","activists",33
"community","activities",19
"community","against",31
"community","and",119
"community","anywhere",9
"community","at",61
"community","banking",5
"community","based",27
"communitybased","initiatives",13
"community","building",15
"community","casta",4
"community","center",10
"community","college",87
"community","colleges",37
"community","directly",4
"community","dr",9
"community","engagement",9
"community","even",53
"community","event",44
"community","for",3
"community","garage",2
"community","he",19
"community","health",19
"community","in",38
"community","interests",33
"community","is",7
"community","leader",9
"community","listening",20
"community","manager",20
"community","matriarch",4
"community","members",11
"community","mural",12
"community","of",15
"community","ought",29
"community","outreach",29
"community","participate",2
"community","programs",10
"community","promotional",25
"community","really",1
"community","remain",35
"community","right",10
"community","sent",27
"community","service",101
"community","so",12
"community","spirit",9
"community","stands",27
"community","that",52
"community","the",52
"community","then",10
"community","they",19
"community","we",25
"community","which",26
"community","with",29
"community","would",17
"commute","is",9
"commute","pack",1
"com","or",10
"com","out",35
"compacted","data",43
"companies","and",43
"companies","are",28
"companies","attention",16
"companies","doubled",8
"companies","focused",11
"companies","illustrating",29
"companies","in",41
"companies","including",42
"companies","increasingly",28
"companies","indiana",38
"companies","like",17
"companies","merge",30
"companies","named",31
"companies","plan",25
"companies","probably",29
"companies","quite",31
"companies","said",13
"companies","seeking",1
"companies","seem",29
"companies","such",17
"companies","that",53
"companies","to",49
"companies","using",2
"companies","usually",29
"companies","very",1
"companies","will",1
"companion","on",11
"companions","collecting",5
"companions","napping",5
"company","a",27
"company","after",6
"company","also",61
"company","and",44
"company","are",1
"company","avg",36
"company","both",31
"company","breeds",40
"company","bridgeport",2
"company","completes",40
"company","continues",1
"company","email",5
"company","finally",23
"company","finished",3
"company","from",1
"company","has",43
"company","he",24
"company","in",31
"company","is",7
"company","kraft",14
"company","like",27
"company","monday",36
"company","of",17
"company","out",29
"company","police",30
"company","policy",15
"company","profits",27
"company","pytrotecnico",25
"company","saved",23
"companys","data",43
"company","seal",26
"companys","fiscal",40
"company","site",30
"companys","presence",2
"companys","spiking",28
"companys","spokesman",11
"companys","transition",23
"company","that",33
"company","the",23
"company","this",34
"company","to",8
"company","today",27
"company","tries",2
"company","under",48
"company","up",42
"company","viacom",8
"company","was",5
"company","who",24
"company","will",9
"company","wixa",6
"comparable","jobs",34
"compared","to",269
"compared","with",61
"compare","my",7
"compares","kids",34
"compares","of",34
"compares","the",40
"compares","this",5
"compare","to",13
"compare","when",30
"compare","you",12
"compare","yourself",84
"comparing","costs",2
"comparing","it",31
"comparing","on",4
"comparing","the",12
"comparing","with",1
"comparison","and",37
"comparison","below",9
"comparison","between",1
"comparisons","because",36
"comparison","shopping",3
"compartment","and",13
"compasses","the",41
"compassion","and",1
"compassion","for",10
"compassion","truly",1
"compass","to",1
"compatible","for",52
"compelled","federal",19
"compelled","to",69
"compelling","and",3
"compelling","dialogue",17
"compelling","him",31
"compelling","music",3
"compelling","testimony",1
"compelling","that",33
"compensated","for",20
"compensated","with",21
"compensate","for",30
"compensating","some",25
"compensation","fix",1
"compensation","to",17
"compete","by",10
"competed","in",21
"compete","economically",3
"compete","for",45
"compete","in",2
"compete","like",28
"competent","cutoff",52
"competent","on",25
"compete","with",58
"competing","against",13
"competing","budget",4
"competing","in",32
"competing","internationally",11
"competition","for",22
"competition","forthwith",25
"competition","from",1
"competition","has",1
"competition","he",1
"competition","in",30
"competitions","hosting",20
"competition","there",45
"competition","today",51
"competition","with",36
"competition","without",34
"competitive","activity",36
"competitive","are",11
"competitive","balance",2
"competitive","company",9
"competitive","for",30
"competitive","hopefully",33
"competitiveness","and",34
"competitive","on",11
"competitive","races",2
"competitive","said",4
"competitive","series",45
"competitive","team",40
"competitive","with",22
"competitor","he",8
"competitors","and",1
"competitors","i",53
"competitors","often",30
"competitors","was",9
"compilation","cds",23
"compilation","features",23
"compiling","and",50
"complacency","wounds",4
"complain","about",50
"complainant","kamaljit",5
"complained","and",22
"complained","that",34
"complained","to",6
"complaining","i",2
"complaining","rule",6
"complaining","that",12
"complain","people",4
"complains","to",1
"complaint","after",1
"complaint","filed",1
"complaint","for",46
"complaintfree","challenge",2
"complaint","i",19
"complaint","in",3
"complaint","on",9
"complaints","against",1
"complaints","residents",3
"complementary","medicines",39
"complements","and",2
"complement","terrell",31
"complete","after",13
"complete","an",47
"complete","and",10
"complete","article",21
"complete","car",43
"complete","cessation",22
"complete","concert",9
"complete","construction",26
"complete","dates",10
"completed","bids",4
"completed","days",2
"completed","fiscal",15
"completed","his",22
"complete","digital",1
"completed","in",43
"completed","infinity",2
"completed","last",30
"completed","prior",29
"completed","the",47
"complete","follow",1
"complete","from",25
"complete","game",40
"complete","his",1
"complete","it",14
"completely","agree",13
"completely","and",41
"completely","anti",38
"completely","before",10
"completely","bloody",1
"completely","but",2
"completely","clear",37
"completely","cover",29
"completely","debunking",3
"completely","defines",31
"completely","depressing",19
"completely","different",44
"completely","enjoying",12
"completely","free",28
"completely","honest",44
"completely","hooked",29
"completely","inaccurate",48
"completely","insufficient",39
"completely","love",19
"completely","nonauthoritative",29
"completely","normal",19
"completely","obsessed",23
"completely","off",15
"completely","opposite",40
"completely","oriented",11
"completely","overgrown",19
"completely","phased",9
"completely","rushed",23
"completely","sucked",42
"completely","that",8
"completely","understand",15
"completely","unrelated",40
"completely","useless",25
"completely","women",21
"completely","you",51
"complete","mess",57
"complete","misunderstanding",1
"completeness","of",13
"complete","of",29
"complete","overreaction",25
"completes","a",40
"complete","structure",4
"complete","the",6
"complete","with",72
"complete","world",25
"complete","years",1
"completion","one",19
"completions","out",22
"completism","if",1
"complex","and",117
"complex","as",4
"complex","at",1
"complex","because",41
"complex","chemistry",1
"complex","copyright",1
"complex","declines",9
"complex","derivatives",8
"complex","down",2
"complex","in",21
"complex","issues",1
"complexities","of",15
"complexity","and",2
"complexity","using",5
"complex","land",1
"complex","pungent",16
"complex","remained",27
"complex","starting",28
"complex","students",28
"complex","the",1
"complex","threedimensional",3
"complex","truly",33
"compliance","that",11
"compliance","with",38
"complicated","and",61
"complicated","by",3
"complicated","for",1
"complicated","motivations",25
"complicated","one",37
"complicated","tests",2
"complicated","with",55
"complicate","matters",15
"complication","and",51
"complied","with",18
"compliments","on",13
"comply","she",20
"comply","with",25
"component","by",8
"component","focuses",8
"component","of",1
"component","said",27
"components","including",2
"components","of",3
"composed","even",17
"composer","at",3
"composer","herself",2
"composers","who",9
"composing","being",43
"composition","and",43
"compositions","foregrounds",39
"compostable","bowls",26
"compost","heap",26
"composting","watering",26
"compost","pile",34
"compost","piles",6
"composure","as",3
"compound","associate",8
"compound","dropping",20
"compounding","woes",3
"compound","on",5
"compound","there",8
"comprehend","danger",27
"comprehend","how",1
"comprehensible","reason",3
"comprehension","of",10
"comprehensive","immigration",37
"comprehensive","plan",2
"comprehensive","tax",14
"compressed","storage",43
"compressing","capability",43
"comprising","a",42
"comprising","less",1
"compromise","between",13
"compromised","antihero",29
"compromise","in",1
"compromise","map",2
"compromise","this",4
"compromise","would",13
"comps","fors",1
"comp","titles",21
"compton","magic",26
"compulsion","and",31
"compulsive","disorder",27
"computer","a",1
"computer","and",9
"computer","chipped",1
"computer","doesnt",38
"computer","for",24
"computer","games",3
"computer","generation",34
"computer","he",42
"computer","i",24
"computer","is",17
"computer","isnt",38
"computerized","tracking",4
"computer","management",9
"computer","manufacturer",8
"computer","monitor",33
"computer","or",5
"computer","printed",9
"computers","and",2
"computers","donate",22
"computers","in",9
"computer","somewhere",24
"computers","to",4
"computers","usb",34
"computer","that",14
"computer","tower",17
"computer","turned",1
"computer","was",24
"computing","power",3
"comsidering","the",27
"comuter","was",15
"conan","reference",1
"concealed","evidence",6
"concealed","handgun",6
"concealed","weapons",34
"concealing","the",12
"conceded","that",45
"concede","there",30
"conceivable","that",2
"conceive","and",4
"conceived","by",34
"conceived","through",38
"concentrated","in",56
"concentrate","on",92
"concentration","with",5
"concept","album",43
"concept","and",1
"concept","art",5
"concept","but",48
"concept","of",5
"concept","passion",3
"concepts","estimation",5
"concepts","we",38
"conceptual","artist",1
"concern","about",14
"concern","and",32
"concerned","about",138
"concerned","mls",45
"concerned","now",19
"concerned","only",24
"concerned","that",33
"concerned","with",46
"concern","for",69
"concern","goldman",17
"concern","he",5
"concerning","how",2
"concerning","your",1
"concern","is",57
"concern","of",37
"concerns","about",60
"concerns","himself",31
"concerns","i",1
"concerns","if",14
"concerns","others",31
"concerns","that",10
"concerns","the",1
"concerns","with",33
"concern","to",1
"concern","while",27
"concert","at",41
"concert","circuit",3
"concert","come",1
"concert","contest",57
"concert","hall",1
"concert","i",1
"concert","in",47
"concert","is",34
"concert","just",35
"concert","leads",32
"concert","lineup",4
"concert","on",7
"concert","or",29
"concerto","whose",28
"concerto","with",1
"concert","repertoire",1
"concerts","coming",41
"concertsor","well",14
"concert","to",21
"concert","together",9
"concert","tonight",1
"concessionaire","is",20
"concessions","since",4
"concession","stand",60
"concessions","through",4
"concha","casino",7
"conchis","is",6
"concierge","part",6
"conciliate","them",2
"concise","with",26
"concluded","between",47
"concluded","by",2
"concludes","by",37
"concludes","that",46
"concluding","that",5
"concluding","the",27
"concluding","their",1
"conclusion","but",5
"conclusion","is",26
"conclusion","its",31
"conclusion","now",34
"conclusion","of",37
"conclusions","about",23
"conclusions","i",4
"conclusion","that",34
"concoction","in",31
"concord","crush",7
"concord","eastlake",13
"concord","ma",6
"concrete","barrier",2
"concrete","below",40
"concrete","reinforced",33
"concrete","take",40
"concrete","ways",22
"concubinato","the",1
"concurred","with",13
"concurrent","with",6
"co","nd",40
"condemnation","is",14
"condemned","by",10
"condemning","or",16
"condemning","people",19
"condemn","piracy",17
"condemns","veterans",20
"condensation","we",10
"condensed","in",12
"condenses","on",10
"conde","trimble",26
"conde","was",26
"condiments","amazingly",2
"conditioned","by",4
"conditioners","as",2
"conditioners","especially",37
"condition","i",2
"conditioning","cap",5
"conditioning","heating",2
"condition","of",43
"condition","or",28
"conditions","as",8
"conditions","have",11
"conditions","in",3
"condition","so",20
"conditions","of",7
"conditions","said",34
"conditions","that",17
"conditions","the",3
"conditions","to",2
"conditions","wind",11
"condition","that",48
"condolences","to",30
"condominiums","townhomes",37
"condos","towering",28
"condo","years",17
"conduct","detrimental",1
"conducted","complicated",2
"conducted","in",21
"conducted","informal",37
"conducted","on",29
"conducted","our",42
"conducted","which",5
"conduct","from",31
"conducting","a",1
"conducting","an",9
"conducting","field",35
"conducting","the",34
"conduct","minor",35
"conduct","of",31
"conduct","with",3
"cone","motel",1
"cone","of",21
"cones","and",33
"coney","island",45
"confederations","cup",3
"conference","and",22
"conference","announcing",2
"conference","board",1
"conference","call",80
"conference","center",19
"conference","committee",16
"conference","defensive",24
"conference","entitled",8
"conference","has",2
"conference","held",30
"conference","i",37
"conference","in",38
"conference","is",2
"conference","most",45
"conference","norths",31
"conference","of",3
"conference","on",16
"conference","opening",3
"conference","play",27
"conference","presenting",56
"conference","quarterfinal",5
"conference","real",3
"conferences","but",25
"conference","semifinal",2
"conferences","from",19
"conference","table",32
"conference","that",28
"conference","thats",1
"conference","they",1
"conference","to",42
"conference","which",25
"conference","wings",62
"conference","wwwdvffcorg",5
"conference","year",3
"conferencing","software",3
"confer","patients",7
"conferred","upon",19
"confessed","to",6
"confession","im",14
"confession","setting",1
"confess","that",23
"confetti","by",42
"confetti","drops",17
"confidante","until",24
"confidence","after",1
"confidence","and",53
"confidence","at",22
"confidence","coach",27
"confidence","enough",15
"confidence","going",6
"confidence","in",27
"confidence","is",7
"confidence","on",4
"confidence","problem",6
"confidence","that",9
"confidence","their",10
"confidence","while",8
"confident","assertion",9
"confident","greedy",28
"confident","guy",13
"confident","hands",42
"confidential","informant",1
"confidential","valuable",17
"confident","nor",28
"confident","of",3
"confident","right",30
"confident","there",36
"configuration","committee",2
"configuration","from",24
"confined","to",2
"confines","of",34
"confine","them",26
"confirmed","a",1
"confirmed","but",6
"confirmed","by",34
"confirmed","only",30
"confirmed","that",79
"confirmed","the",54
"confirmed","their",39
"confirmed","to",1
"confirmed","tuesday",1
"confirmed","yet",76
"confirm","fluorides",34
"confirming","that",22
"conflicted","frustrated",1
"conflict","of",3
"conflict","one",24
"conflict","terrorism",38
"conflict","with",19
"conflict","zone",25
"confluence","of",40
"conform","to",24
"confrontative","vision",4
"confronted","with",18
"confused","about",31
"confused","and",20
"confused","in",27
"confused","momentarily",5
"confused","or",29
"confused","yeah",14
"confused","you",38
"confuse","it",18
"confuses","me",27
"confusion","and",21
"confusion","i",1
"confusionmuch","like",14
"confusion","wont",1
"congestion","economic",1
"conglomerate","hunter",26
"congrats","and",11
"congrats","everyone",6
"congrats","i",26
"congrats","jermaine",33
"congrats","mt",62
"congrats","of",4
"congrats","on",156
"congrats","to",188
"congratulations","and",3
"congratulations","cc",1
"congratulations","on",14
"congratulations","to",10
"congratulations","youre",2
"congregation","about",7
"congress","anc",10
"congress","each",4
"congress","exempted",37
"congressional","aide",36
"congressional","and",1
"congressional","district",50
"congressional","districts",42
"congressional","redistricting",42
"congressional","upstart",6
"congress","is",12
"congressman","and",17
"congressman","joe",2
"congressman","west",2
"congress","passed",2
"congress","pushed",5
"congress","will",6
"congresswoman","this",35
"congruence","inc",31
"conifers","change",43
"conifers","were",43
"conjured","wonderful",30
"connally","said",42
"conn","ap",11
"connectdness","very",4
"connected","for",43
"connected","in",2
"connected","its",34
"connected","through",8
"connected","to",85
"connected","with",86
"connecticut","gmc",2
"connecticut","he",23
"connecticut","i",4
"connecticut","lawmakers",11
"connecticut","or",32
"connecticut","you",10
"connecting","highway",41
"connecting","the",16
"connecting","with",1
"connecting","your",1
"connection","between",8
"connection","come",31
"connection","in",25
"connection","of",32
"connection","on",11
"connection","right",26
"connections","and",33
"connections","to",9
"connections","with",47
"connection","to",7
"connection","was",2
"connection","with",81
"connectivity","among",18
"connectivity","continues",16
"connectivity","is",22
"connectivity","so",1
"connectivity","there",22
"connect","lol",61
"connect","platform",3
"connects","life",33
"connect","to",5
"connect","today",70
"connect","with",64
"conner","and",3
"connie","drops",32
"connor","that",29
"con","on",1
"conquer","but",1
"conqueror","and",12
"conquers","all",6
"conrad","dasypodius",40
"conrad","having",25
"conrad","resorted",25
"conroy","ward",1
"conscious","and",3
"conscious","attempt",1
"consciously","and",8
"consciously","know",4
"consciousness","i",27
"consciousness","in",19
"consciousness","since",27
"consciousness","which",33
"conscious","of",3
"conscious","unconscious",2
"consecration","of",3
"consecutive","cuts",19
"consecutive","drafts",30
"consecutive","gain",1
"consecutive","ncaa",10
"consecutive","pro",16
"consecutive","road",1
"consecutive","season",2
"consecutive","start",10
"consecutive","state",1
"consecutive","to",2
"consecutive","years",21
"consensus","among",1
"consensusdriven","decision",9
"consent","agreement",124
"consent","was",37
"consequences","lombardo",32
"consequences","of",3
"consequent","avoidance",33
"consequent","belief",3
"consequently","if",39
"conservancy","council",2
"conservancys","headquarters",34
"conservation","and",42
"conservation","is",37
"conservation","of",45
"conservation","project",35
"conservatives","dont",2
"conservatives","have",1
"conservatives","no",36
"conservatives","pressing",4
"conservatives","religious",46
"conservatory","right",57
"conservatorys","warner",1
"conservatory","theater",10
"conserve","although",37
"consider","a",8
"considerableand","the",7
"considerably","because",3
"considerably","higher",9
"considerably","less",24
"consideration","for",1
"consideration","of",80
"considerations","even",38
"consideration","she",21
"considerationsso","sayeth",15
"consider","both",3
"consider","caramel",9
"consider","cutting",19
"considered","a",191
"considered","abnormal",42
"considered","and",31
"considered","as",25
"considered","entrylevel",7
"considered","frontrunners",33
"considered","him",30
"considered","leaving",17
"considered","meaningless",14
"considered","normal",4
"considered","one",31
"considered","potential",44
"considered","sacrificing",1
"considered","so",8
"considered","that",15
"considered","the",21
"considered","together",14
"considered","you",4
"consider","how",10
"consider","if",38
"considering","asking",39
"considering","for",42
"considering","having",13
"considering","how",50
"considering","i",2
